172883064,1
151338729,1
270449528,1
254839786,1
265077741,1
204317520,1
288485704,1
8163442,1
257236842,1
261447035,1
229425177,1
149538028,1
115221382,1
349413327,1
112939321,1
152388029,1
200559228,1
292598082,1
260769396,1
14925700,1
226165839,1
324201646,1
792998,2
2705,2
230505689,3
61065794,3
226516599,3
102364313,3
164422299,3
181288376,3
171704225,3
147946019,3
48504743,3
112819301,3
240944206,3
16663695,1
47799910,1
40791597,1
16038438,1
405323682,1
333709376,1
20747847,1
40340464,1
21158690,1
18709570,1
31067157,1
16908436,1
7861312,1
179278975,1
16956955,1
290656947,1
324546502,1
21507738,1
104585489,1
106061616,1
1435461,1
277889424,1
560452336,1
65360193,1
268479669,1
16264063,1
207936757,1
17176990,1
175624200,1
18142375,1
1294741,1
21697211,1
37883682,1
865561,1
6194262,1
18498684,1
6277512,1
1269251,1
6745742,1
9817642,1
19649303,1
44114848,1
27531390,1
24866186,1
115965772,1
53477757,1
213969309,1
382823424,1
155976326,1
417622555,1
522817585,1
233909647,1
292970754,1
146867687,1
61598133,1
286012612,1
88971791,1
34684258,1
18713254,1
452342492,1
17564647,1
77888423,1
157218534,1
50901147,1
307206030,1
238308325,1
290097288,1
422253889,1
99066209,1
100383683,1
116379446,1
21982720,1
14129299,1
17780580,1
16637198,1
813286,1
467171076,1
17567533,1
21122950,1
52488565,1
15859033,1
34868965,1
38762773,1
20479813,1
291670881,1
20060293,1
18194898,1
172768360,1
23027237,1
14630319,1
407977463,1
75974281,1
37792861,1
22027186,1
14998938,1
88617158,1
16252002,1
10886182,1
182157590,1
84466455,1
251261925,1
444895340,1
360245938,1
46750053,1
67348022,1
69641958,1
9917552,1
15515919,1
20177423,1
19399719,1
14288822,1
158895928,1
36451558,1
17469289,1
33644693,1
28357463,1
62418341,1
22412950,1
19289396,1
108507561,1
42634830,1
18742076,1
248319608,1
27702153,1
19942178,1
31268403,1
56026822,1
26511852,1
55631487,1
145472611,1
18177126,1
17225211,1
63858347,1
